InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
536454,78133.0,Product 78133,75.0,2011-04-30 23:47:00,31.58,13440.0,Norway,2368.5
536377,73587.0,Product 73587,93.0,2011-05-21 05:18:00,47.64,15937.0,Germany,4430.52
536371,75233.0,Product 75233,50.0,2011-07-17 20:13:00,33.71,14579.0,France,1685.5
536427,80436.0,Product 80436,90.0,2011-10-15 03:58:00,10.04,14184.0,Norway,903.6
536388,71054.0,Product 71054,82.0,2011-07-17 15:06:00,17.23,16505.0,France,1412.86
536455,78249.0,Product 78249,26.0,2011-09-30 08:19:00,40.92,13227.0,Germany,1063.92
536426,76117.0,Product 76117,88.0,2011-01-08 19:31:00,46.53,14357.0,France,4094.64
536426,79281.0,Product 79281,19.0,2011-08-21 20:45:00,2.41,17468.0,United Kingdom,45.790000000000006
536436,75076.0,Product 75076,41.0,2011-08-18 06:06:00,24.9,16414.0,United Kingdom,1020.9
C536459,79821.0,Product 79821,34.0,2011-12-08 10:58:00,44.09,14449.0,Germany,1499.0600000000002
536458,79206.0,Product 79206,2.0,2011-09-17 14:15:00,1.38,16449.0,United Kingdom,2.76
536403,71874.0,Product 71874,8.0,2011-02-06 04:57:00,10.53,17164.0,France,84.24
536374,83035.0,Product 83035,-91.0,2011-07-29 04:08:00,33.59,16828.0,France,-3056.6900000000005
536409,76550.0,Product 76550,73.0,2011-06-07 04:00:00,33.99,13502.0,Australia,2481.27
536449,72171.0,Product 72171,89.0,2011-05-06 18:37:00,22.72,16785.0,Germany,2022.08
536401,80497.0,Product 80497,6.0,2011-10-25 20:55:00,24.24,17867.0,France,145.44
536444,75984.0,Product 75984,46.0,2011-03-31 10:18:00,46.78,17184.0,Utopia,2151.88
536366,79251.0,Product 79251,73.0,2011-03-10 00:42:00,29.39,17357.0,France,2145.4700000000003
536440,80730.0,Product 80730,74.0,2011-06-30 02:08:00,43.13,16578.0,Australia,3191.6200000000003
536407,77167.0,Product 77167,8.0,2011-07-25 03:52:00,22.77,16082.0,Australia,182.16
536425,76185.0,Product 76185,98.0,2011-10-15 05:01:00,42.7,17463.0,Norway,4184.6
536397,79977.0,Product 79977,81.0,2011-06-25 14:36:00,38.57,14410.0,Australia,3124.17
536426,72245.0,Product 72245,15.0,2010-12-19 03:00:00,26.34,14191.0,Australia,395.1
536438,81256.0,Product 81256,61.0,2011-09-24 10:18:00,21.51,16660.0,France,1312.11
536379,71448.0,Product 71448,61.0,2011-12-05 05:32:00,12.94,13965.0,Norway,789.3399999999999
536389,84278.0,Product 84278,61.0,2011-10-03 21:44:00,25.05,17635.0,France,1528.05
536457,74622.0,Product 74622,73.0,2011-05-15 11:39:00,25.22,13997.0,Australia,1841.06
536453,82312.0,Product 82312,25.0,2011-10-07 04:21:00,48.43,14540.0,United Kingdom,1210.75
536385,82441.0,Product 82441,59.0,2011-01-20 17:56:00,2.09,17425.0,Australia,123.31
C536454,83413.0,Product 83413,99.0,2010-12-13 20:55:00,31.8,14716.0,Norway,3148.2000000000003
536465,84437.0,Product 84437,6.0,2011-06-27 13:00:00,46.34,17320.0,Norway,278.04
536411,77457.0,Product 77457,4.0,2011-09-19 19:16:00,1.83,13472.0,United Kingdom,7.32
536372,74472.0,Product 74472,89.0,2011-09-14 01:49:00,29.13,16228.0,France,2592.57
536383,84272.0,Product 84272,27.0,2011-04-03 02:42:00,-39.6,17095.0,United Kingdom,-1069.2
536442,81719.0,Product 81719,25.0,2011-11-28 15:27:00,3.98,16174.0,Norway,99.5
536424,81845.0,Product 81845,56.0,2011-10-09 18:43:00,15.92,14314.0,France,891.52
536378,78239.0,Product 78239,76.0,2011-10-02 23:42:00,26.02,15662.0,Germany,1977.52
536413,77385.0,Product 77385,54.0,2011-09-24 18:36:00,36.66,13780.0,Norway,1979.64
536460,81081.0,Product 81081,54.0,2011-08-25 18:35:00,48.69,17514.0,Norway,2629.26
536453,82083.0,Product 82083,29.0,2011-08-21 21:45:00,24.69,13863.0,Norway,716.01
536441,80514.0,Product 80514,73.0,2011-11-02 06:41:00,25.03,16491.0,Australia,1827.19
536424,80273.0,Product 80273,75.0,2011-08-15 11:19:00,17.5,17850.0,Australia,1312.5
536404,82115.0,Product 82115,33.0,2011-09-29 14:57:00,26.77,16385.0,France,883.41
536378,77436.0,Product 77436,92.0,2011-01-25 03:23:00,25.02,15274.0,Germany,2301.84
536423,78520.0,Product 78520,29.0,2011-11-22 18:22:00,19.8,16279.0,France,574.2
536395,80037.0,Product 80037,66.0,2011-02-06 01:36:00,22.05,13624.0,Germany,1455.3
536368,78890.0,Product 78890,14.0,2011-06-09 11:48:00,20.24,17580.0,France,283.36
536462,83300.0,Antique Wooden Jewelry Box,75.0,2011-10-25 11:25:00,26.64,15994.0,Australia,1998.0
536388,79407.0,Product 79407,2.0,2010-12-18 06:15:00,21.41,17003.0,Norway,42.82
C536447,83104.0,Product 83104,55.0,2011-11-08 20:21:00,36.01,14077.0,United Kingdom,1980.55
536384,83866.0,Product 83866,98.0,2010-12-22 23:42:00,34.77,15913.0,Norway,3407.4600000000005
536432,84771.0,Product 84771,10.0,2011-05-30 10:09:00,45.65,14687.0,Germany,456.5
536377,79997.0,Product 79997,71.0,2011-04-02 01:37:00,20.15,17680.0,United Kingdom,1430.65
536461,84995.0,Product 84995,58.0,2011-04-18 08:45:00,15.15,17148.0,United Kingdom,878.7
536427,71121.0,Product 71121,72.0,2011-07-22 13:04:00,18.8,14240.0,United Kingdom,1353.6
536448,79238.0,Product 79238,26.0,2011-01-02 08:27:00,47.19,16665.0,United Kingdom,1226.94
536372,71374.0,Product 71374,77.0,2011-08-01 08:17:00,6.63,17294.0,France,510.51
536405,,Product UnknownStockCode,23.0,2011-07-17 12:58:00,12.49,15232.0,United Kingdom,287.27
536407,80458.0,Product 80458,97.0,2011-08-02 14:23:00,4.2,14126.0,United Kingdom,407.4
536382,79792.0,Product 79792,57.0,2011-07-01 00:21:00,44.1,13300.0,Germany,2513.7000000000003
536423,84733.0,Product 84733,52.0,2011-08-14 06:54:00,32.51,15507.0,Australia,1690.52
536401,,Product UnknownStockCode,56.0,2010-12-31 11:13:00,36.59,17314.0,France,2049.04
536395,81220.0,Product 81220,59.0,2011-08-29 07:20:00,23.54,14711.0,France,1388.86
536373,79395.0,Product 79395,36.0,2011-08-27 01:25:00,39.15,14247.0,Australia,1409.4
536384,71165.0,Product 71165,83.0,2011-06-25 06:50:00,41.05,17759.0,Norway,3407.15
536424,78247.0,Product 78247,61.0,2011-11-02 16:07:00,34.26,13979.0,Norway,2089.86
536438,81194.0,Product 81194,28.0,2011-05-31 05:54:00,24.8,13440.0,Norway,694.4
536451,71858.0,Product 71858,74.0,2011-10-04 02:25:00,34.86,15112.0,Germany,2579.64
536406,82501.0,Product 82501,2.0,2011-05-15 19:10:00,36.08,13339.0,Australia,72.16
,80626.0,Product 80626,82.0,2011-07-17 17:32:00,,16054.0,United Kingdom,
536453,84338.0,Product 84338,20.0,2011-03-14 14:37:00,2.04,15413.0,Norway,40.8
536370,77329.0,Product 77329,28.0,2010-10-12 06:12:00,-7.04,14027.0,Germany,-197.12
536445,80878.0,Product 80878,44.0,2011-07-05 06:50:00,34.66,14609.0,France,1525.04
536379,76924.0,Product 76924,97.0,2010-12-07 11:30:00,16.71,16609.0,Australia,1620.87
536374,82539.0,Product 82539,2.0,2011-04-24 17:18:00,30.35,15336.0,United Kingdom,60.7
536394,76495.0,Product 76495,95.0,2011-01-04 05:58:00,48.42,14327.0,United Kingdom,4599.900000000001
536456,82704.0,Product 82704,73.0,2011-03-20 23:58:00,45.5,13684.0,France,3321.5
536410,79662.0,Product 79662,8.0,2011-04-27 11:09:00,32.14,14199.0,Germany,257.12
536365,,Product UnknownStockCode,63.0,2010-12-14 05:53:00,24.99,14140.0,United Kingdom,1574.37
536428,79416.0,Product 79416,18.0,2011-01-21 23:56:00,14.96,15125.0,Australia,269.28000000000003
536418,71521.0,Product 71521,55.0,2011-06-24 04:08:00,20.25,13883.0,France,1113.75
536428,76088.0,Product 76088,4.0,2011-05-06 21:26:00,47.8,17331.0,Germany,191.2
536410,75528.0,Product 75528,1.0,2011-06-13 19:05:00,36.11,17491.0,Norway,36.11
536410,78091.0,Product 78091,54.0,2011-02-17 07:17:00,26.11,13716.0,Germany,1409.94
536418,75080.0,Product 75080,41.0,2011-11-26 13:20:00,37.77,16970.0,France,1548.5700000000002
536426,71087.0,Product 71087,71.0,2011-07-07 22:52:00,20.04,14922.0,Norway,1422.84
536451,77483.0,Product 77483,89.0,2011-11-17 20:40:00,24.75,16946.0,Norway,2202.75
,73206.0,Product 73206,11.0,2011-10-24 11:17:00,8.47,17786.0,Norway,93.17
536437,84714.0,Product 84714,7.0,2011-06-12 18:35:00,2.02,15624.0,Australia,14.14
C536462,72570.0,Product 72570,61.0,2011-10-28 17:02:00,18.95,17451.0,France,1155.95
536458,75557.0,Product 75557,30.0,2011-09-26 01:26:00,31.35,16642.0,France,940.5
536415,81905.0,Product 81905,52.0,2011-05-13 22:04:00,1.15,16382.0,Germany,59.8
536389,75520.0,Product 75520,47.0,2011-10-21 02:44:00,24.4,17102.0,Norway,1146.8
536459,72422.0,Product 72422,77.0,2011-05-30 16:30:00,29.01,17530.0,Norway,2233.77
536459,73958.0,Product 73958,84.0,2011-06-25 16:28:00,21.29,17517.0,France,1788.36
536396,73451.0,Product 73451,30.0,2011-09-01 20:16:00,1.33,13037.0,Australia,39.900000000000006
536458,75795.0,Product 75795,44.0,2011-03-11 22:10:00,34.73,16604.0,United Kingdom,1528.12
536459,82734.0,Product 82734,31.0,2011-10-05 18:56:00,30.58,17880.0,Norway,947.98
536368,84224.0,Product 84224,51.0,2010-12-23 18:51:00,11.06,13774.0,Australia,564.0600000000001
536396,71716.0,Product 71716,58.0,2011-05-04 05:48:00,22.56,15734.0,United Kingdom,1308.48
536459,84834.0,Product 84834,51.0,2011-11-20 04:44:00,46.3,17569.0,United Kingdom,2361.3
536420,84480.0,Product 84480,50.0,2011-09-09 07:58:00,10.35,13106.0,Norway,517.5
536434,81290.0,Product 81290,39.0,2011-10-09 20:00:00,27.33,15867.0,Australia,1065.87
536430,71814.0,Product 71814,18.0,2011-08-07 22:36:00,48.24,15026.0,Australia,868.32
536427,73564.0,Product 73564,89.0,2011-02-19 05:52:00,13.44,16316.0,United Kingdom,1196.16
536398,81564.0,Product 81564,89.0,2011-10-21 23:30:00,40.96,14950.0,Australia,3645.44
536389,77095.0,Product 77095,47.0,2011-02-02 05:33:00,9.56,15874.0,Australia,449.3200000000001
536380,77167.0,Product 77167,70.0,2011-09-25 06:07:00,8.26,14334.0,Australia,578.1999999999999
536419,73361.0,Product 73361,1.0,2011-09-19 17:03:00,18.31,17744.0,Australia,18.31
C536454,83076.0,Product 83076,63.0,2011-04-08 18:15:00,18.5,14378.0,Norway,1165.5
536409,73811.0,Product 73811,76.0,2011-08-21 14:01:00,41.56,14765.0,Germany,3158.5600000000004
536402,78020.0,Product 78020,94.0,2011-01-03 01:42:00,3.98,14895.0,United Kingdom,374.12
536390,74147.0,Product 74147,79.0,2011-03-27 14:54:00,15.12,14332.0,Germany,1194.48
536418,81242.0,Product 81242,57.0,2011-06-29 00:04:00,24.93,16118.0,France,1421.01
536422,78096.0,Product 78096,9.0,2011-02-04 07:38:00,7.6,17737.0,United Kingdom,68.39999999999999
536392,79251.0,Product 79251,82.0,2011-11-07 20:28:00,19.5,14720.0,Australia,1599.0
536386,81049.0,Product 81049,72.0,2011-08-15 19:37:00,8.54,14055.0,United Kingdom,614.8799999999999
536450,72766.0,Product 72766,99.0,2011-08-11 05:20:00,5.91,15709.0,Norway,585.09
536427,74961.0,Product 74961,35.0,2011-06-10 02:14:00,11.64,14527.0,Germany,407.4
536389,79000.0,Product 79000,97.0,2011-07-27 07:28:00,35.76,13905.0,Australia,3468.72
536424,82640.0,Product 82640,40.0,2011-09-11 13:12:00,34.24,14093.0,Australia,1369.6
536375,76754.0,Product 76754,94.0,2011-11-19 11:30:00,40.3,17036.0,France,3788.2
536418,83765.0,Product 83765,20.0,2011-08-15 02:40:00,15.4,14162.0,United Kingdom,308.0
536409,79207.0,Product 79207,12.0,2011-02-06 06:11:00,29.15,17264.0,Australia,349.79999999999995
536390,82021.0,Product 82021,85.0,2011-07-20 09:02:00,45.98,16754.0,Australia,3908.3
536410,84142.0,Product 84142,24.0,2011-04-06 22:32:00,13.47,13319.0,Australia,323.28000000000003
536464,82372.0,Product 82372,46.0,2011-03-09 14:37:00,45.32,16878.0,United Kingdom,2084.72
536436,79684.0,Product 79684,69.0,2010-12-27 11:05:00,38.57,13062.0,Australia,2661.33
536388,80304.0,Product 80304,80.0,2011-11-03 10:02:00,46.13,13906.0,Germany,3690.4
C536407,74494.0,Product 74494,71.0,2011-01-09 20:01:00,46.2,14304.0,United Kingdom,3280.2000000000003
536404,75183.0,Product 75183,89.0,2011-05-04 20:31:00,42.94,14882.0,Norway,3821.66
536456,72355.0,Product 72355,15.0,2011-07-12 00:44:00,23.56,13067.0,Germany,353.4
536454,74747.0,Product 74747,69.0,2011-10-14 14:12:00,46.66,14587.0,United Kingdom,3219.54
536435,71679.0,Product 71679,53.0,2011-04-25 06:42:00,43.76,17086.0,Australia,2319.28
536423,77208.0,Product 77208,-22.0,2010-12-22 22:39:00,9.22,13141.0,Germany,-202.84
536463,80757.0,Product 80757,26.0,2011-01-11 09:48:00,37.03,13552.0,Australia,962.78
536374,78146.0,Product 78146,82.0,2011-03-03 08:09:00,4.76,16317.0,France,390.32
536399,82713.0,Product 82713,55.0,2011-01-13 07:28:00,43.83,15488.0,United Kingdom,2410.65
536399,80105.0,Product 80105,34.0,2011-02-02 13:41:00,43.14,13891.0,United Kingdom,1466.76
536374,73493.0,Product 73493,-88.0,2011-02-10 08:58:00,41.46,13033.0,Norway,-3648.48
536451,72073.0,Product 72073,24.0,2011-06-19 07:19:00,39.49,13520.0,Norway,947.76
536414,74218.0,Product 74218,32.0,2010-12-21 06:28:00,27.46,15079.0,France,878.72
536428,75350.0,Product 75350,,2011-03-20 22:46:00,6.71,15185.0,Germany,
536374,79629.0,Product 79629,80.0,2011-04-01 02:13:00,28.74,17799.0,Australia,2299.2
536373,84788.0,Product 84788,63.0,2011-05-08 16:11:00,11.66,14146.0,France,734.58
536377,80823.0,Product 80823,32.0,2010-12-22 15:50:00,29.8,14166.0,United Kingdom,953.6
536372,80187.0,Product 80187,87.0,2011-01-24 19:59:00,12.58,13346.0,France,1094.46
536403,79946.0,Product 79946,92.0,2010-12-22 16:46:00,17.13,15547.0,United Kingdom,1575.9599999999998
536443,81772.0,Product 81772,94.0,2011-08-16 16:32:00,23.43,16015.0,Germany,2202.42
C536462,74295.0,Product 74295,87.0,2011-03-06 20:25:00,10.32,17134.0,Norway,897.84
536385,81877.0,Product 81877,42.0,2011-10-12 08:41:00,27.11,15137.0,United Kingdom,1138.62
536388,80418.0,Product 80418,59.0,2011-08-12 21:39:00,-22.15,14961.0,United Kingdom,-1306.85
536411,84467.0,Product 84467,93.0,2011-06-22 12:18:00,12.84,14974.0,Australia,1194.12
536460,84403.0,Product 84403,80.0,2010-12-18 07:04:00,17.0,14621.0,France,1360.0
536439,79306.0,Product 79306,93.0,2011-03-20 21:32:00,19.39,15467.0,United Kingdom,1803.27
536391,81235.0,Product 81235,4.0,2011-10-17 19:26:00,45.29,16877.0,France,181.16
536434,83862.0,Product 83862,76.0,2011-06-09 15:24:00,16.36,17988.0,United Kingdom,1243.36
536370,79985.0,Product 79985,59.0,2010-12-21 12:56:00,25.02,14513.0,Australia,1476.18
536400,75104.0,Product 75104,34.0,2010-12-14 01:56:00,25.77,16838.0,France,876.18
536403,76986.0,Product 76986,9.0,2011-11-14 21:13:00,17.56,17835.0,Norway,158.04
536426,83463.0,Product 83463,97.0,2011-02-01 21:57:00,30.9,14650.0,Norway,2997.3
536410,84520.0,Product 84520,61.0,2011-06-07 15:53:00,1.03,13902.0,Utopia,62.83
536400,76602.0,Product 76602,62.0,2010-12-18 20:04:00,34.38,16104.0,United Kingdom,2131.56
536424,83180.0,Product 83180,56.0,2011-07-18 12:40:00,21.62,16109.0,Germany,1210.72
536388,74295.0,Product 74295,,2011-05-03 22:14:00,37.46,17012.0,France,
536366,74223.0,Product 74223,42.0,2011-02-05 02:00:00,14.12,13489.0,Germany,593.04
536440,72372.0,Product 72372,46.0,2011-12-08 06:53:00,5.1,14958.0,Norway,234.6
536461,83794.0,Product 83794,50.0,2011-02-06 23:26:00,4.94,16429.0,United Kingdom,247.00000000000003
,73671.0,Product 73671,99.0,2011-05-31 16:31:00,20.85,18000.0,Germany,2064.15
C536404,84226.0,Product 84226,30.0,2011-08-01 03:16:00,1.24,16608.0,Australia,37.2
536395,83533.0,Product 83533,84.0,2011-06-15 12:14:00,45.53,14991.0,United Kingdom,3824.52
536444,74492.0,Product 74492,63.0,2011-10-19 17:21:00,4.64,14729.0,United Kingdom,292.32
536413,80109.0,Product 80109,94.0,2011-07-15 04:47:00,40.63,17394.0,Australia,3819.22
536464,76647.0,Product 76647,72.0,2011-11-04 16:28:00,-18.15,13946.0,United Kingdom,-1306.8
536425,79542.0,Product 79542,76.0,2011-07-03 03:57:00,40.63,16337.0,Norway,3087.88
536388,80855.0,Product 80855,27.0,2011-08-02 10:25:00,13.2,14113.0,United Kingdom,356.4
536464,73397.0,Product 73397,84.0,2011-05-09 22:38:00,34.35,13167.0,Australia,2885.4
536415,73366.0,Product 73366,17.0,2011-11-11 04:32:00,22.26,13557.0,France,378.42
536436,74642.0,Product 74642,41.0,2011-02-09 22:31:00,19.88,16607.0,France,815.0799999999999
536408,75030.0,Product 75030,91.0,2011-03-22 12:11:00,6.78,16876.0,Norway,616.98
536374,82021.0,Product 82021,87.0,2011-03-23 15:29:00,21.62,13350.0,Utopia,1880.94
536434,81629.0,Product 81629,76.0,2011-07-14 09:08:00,31.05,15725.0,France,2359.8
536391,84477.0,Product 84477,52.0,2011-09-19 01:17:00,22.26,13380.0,France,1157.52
536385,81536.0,Product 81536,85.0,2011-09-26 01:54:00,49.7,15972.0,France,4224.5
536409,80828.0,Product 80828,48.0,2011-10-08 01:23:00,45.8,15898.0,United Kingdom,2198.4
536370,77824.0,Product 77824,25.0,2011-09-03 16:37:00,10.39,16731.0,France,259.75
536442,74670.0,Product 74670,92.0,2011-09-01 16:11:00,15.74,13971.0,United Kingdom,1448.08
536372,76022.0,Product 76022,19.0,2011-05-25 01:33:00,3.1,14748.0,Australia,58.9
536373,79479.0,Product 79479,96.0,2011-06-22 01:36:00,42.76,16945.0,Australia,4104.96
C536400,77983.0,Product 77983,64.0,2011-01-14 23:56:00,16.15,16570.0,Norway,1033.6
536430,,Product UnknownStockCode,76.0,2011-05-05 23:06:00,13.45,14560.0,France,1022.2
,76959.0,Product 76959,63.0,2011-05-12 03:23:00,40.79,13729.0,Utopia,2569.77
536437,74948.0,Product 74948,94.0,2011-02-27 10:14:00,33.12,16950.0,United Kingdom,3113.28
536382,80895.0,Product 80895,2.0,2011-04-13 12:26:00,19.27,16435.0,Germany,38.54
536439,71071.0,Product 71071,85.0,2011-05-06 07:15:00,10.99,13385.0,Australia,934.15
536382,74192.0,Product 74192,9.0,2011-07-27 06:19:00,24.76,17586.0,Australia,222.84
536437,71722.0,Product 71722,17.0,2011-02-26 19:41:00,13.74,15859.0,United Kingdom,233.58
536401,79296.0,Product 79296,74.0,2011-08-21 22:16:00,1.42,14760.0,France,105.08
536452,72435.0,Product 72435,15.0,2011-09-11 03:22:00,43.82,13195.0,United Kingdom,657.3
536423,79976.0,Product 79976,48.0,2011-03-29 14:24:00,7.28,16214.0,France,349.44
536414,76120.0,Product 76120,41.0,2011-09-27 01:52:00,34.67,13929.0,Norway,1421.47
536390,78834.0,Product 78834,55.0,2011-11-27 06:38:00,41.87,16313.0,Norway,2302.85
536388,76251.0,Product 76251,16.0,2011-01-08 00:16:00,8.13,14465.0,Germany,130.08
536445,71227.0,Product 71227,89.0,2010-12-22 16:27:00,5.2,17785.0,Norway,462.8
536444,82014.0,Product 82014,66.0,2011-01-26 04:14:00,5.47,14184.0,United Kingdom,361.02
536396,77626.0,Product 77626,6.0,2011-05-19 10:49:00,3.98,13367.0,Germany,23.88
536426,77471.0,Product 77471,73.0,2011-05-13 08:19:00,34.75,17835.0,Germany,2536.75
536405,72553.0,Product 72553,57.0,2011-04-20 08:37:00,12.83,15974.0,France,731.3100000000001
536455,82551.0,Product 82551,44.0,2011-03-15 06:00:00,22.02,16164.0,Australia,968.88
C536387,78524.0,Product 78524,53.0,2011-02-17 06:45:00,45.79,17542.0,Australia,2426.87
536432,72532.0,Product 72532,93.0,2011-05-27 09:31:00,7.82,14852.0,Germany,727.26
536391,72487.0,Product 72487,6.0,2011-10-12 16:55:00,29.2,17611.0,Norway,175.2
536441,78452.0,Product 78452,42.0,2011-03-14 03:06:00,46.99,14301.0,France,1973.58
536425,79794.0,Product 79794,83.0,2011-02-04 05:36:00,38.64,14210.0,Norway,3207.12
536436,82045.0,Product 82045,50.0,2011-03-30 05:45:00,38.83,14707.0,Germany,1941.5
536370,73251.0,Product 73251,20.0,2011-01-11 19:58:00,46.34,13702.0,Germany,926.8
536441,82758.0,Product 82758,31.0,2011-10-05 02:52:00,24.5,17399.0,Australia,759.5
536395,75912.0,Product 75912,47.0,2011-06-14 15:09:00,43.8,14691.0,Norway,2058.6
536367,71480.0,Product 71480,53.0,2011-03-19 03:18:00,37.64,17469.0,Germany,1994.92
536385,75497.0,Product 75497,91.0,2011-11-17 03:02:00,1.74,15916.0,United Kingdom,158.34
536382,74981.0,Product 74981,80.0,2011-07-21 21:10:00,34.23,14489.0,Germany,2738.4
536428,,Product UnknownStockCode,14.0,2011-02-28 20:10:00,38.37,16009.0,United Kingdom,537.18
536419,77391.0,Product 77391,98.0,2011-05-29 04:30:00,6.15,15078.0,United Kingdom,602.7
536379,81275.0,Product 81275,45.0,2011-08-08 14:03:00,35.34,15711.0,Norway,1590.3000000000002
536428,76122.0,Product 76122,68.0,2011-02-26 13:33:00,3.23,13542.0,Norway,219.64
536393,83121.0,Product 83121,69.0,2010-01-12 01:23:00,-23.03,17671.0,Norway,-1589.0700000000002
536390,72688.0,Product 72688,85.0,2011-10-10 19:02:00,2.97,14491.0,France,252.45
536408,84799.0,Product 84799,90.0,2011-11-19 14:59:00,36.98,17011.0,United Kingdom,3328.2
536414,78480.0,Product 78480,8.0,2011-09-20 11:04:00,37.66,17789.0,United Kingdom,301.28
C536418,72740.0,Product 72740,71.0,2011-02-06 01:30:00,23.92,15048.0,France,1698.3200000000002
536451,84352.0,Product 84352,1.0,2011-08-31 07:44:00,45.85,15465.0,United Kingdom,45.85
536459,83879.0,Product 83879,35.0,2011-09-30 17:35:00,46.86,17796.0,Norway,1640.1
536410,80488.0,Product 80488,77.0,2011-05-31 01:25:00,1.29,15888.0,United Kingdom,99.33
536454,77385.0,Product 77385,88.0,2011-11-09 00:47:00,38.31,15549.0,United Kingdom,3371.28
536388,76141.0,Product 76141,7.0,2011-10-11 23:51:00,13.58,15089.0,Australia,95.06
536455,75190.0,Product 75190,28.0,2011-10-28 03:19:00,24.21,15601.0,United Kingdom,677.88
536463,83497.0,Product 83497,97.0,2011-06-05 18:18:00,12.12,17744.0,Germany,1175.64
536449,83503.0,Product 83503,11.0,2011-12-07 01:03:00,9.87,14946.0,France,108.57
536374,71902.0,Product 71902,14.0,2011-07-13 11:39:00,15.09,13238.0,United Kingdom,211.26
536439,73711.0,Product 73711,84.0,2011-06-04 14:40:00,1.59,15376.0,Germany,133.56
536461,80948.0,Product 80948,62.0,2011-09-13 08:35:00,30.38,13769.0,Australia,1883.56
536388,77643.0,Product 77643,82.0,2011-05-20 02:54:00,39.6,16502.0,United Kingdom,3247.2000000000003
536415,72390.0,Product 72390,71.0,2010-02-12 23:35:00,,15001.0,Germany,
536404,81551.0,Product 81551,100.0,2011-05-20 15:41:00,28.64,15735.0,France,2864.0
536440,80534.0,Product 80534,80.0,2011-01-01 09:23:00,15.22,17734.0,Australia,1217.6
536396,83840.0,Product 83840,54.0,2011-03-18 16:54:00,41.37,13008.0,France,2233.98
536389,74403.0,Product 74403,30.0,2011-01-19 15:50:00,1.97,15351.0,Australia,59.1
536382,84372.0,Product 84372,46.0,2011-11-07 13:23:00,35.65,14964.0,Norway,1639.9
536450,78215.0,Product 78215,38.0,2010-12-05 11:11:00,45.43,14533.0,Australia,1726.34
C536449,71442.0,Product 71442,49.0,2011-11-09 10:35:00,47.6,17217.0,France,2332.4
536382,76933.0,Product 76933,89.0,2011-12-05 11:08:00,41.37,13159.0,France,3681.93
536436,77428.0,Product 77428,55.0,2011-05-07 18:39:00,23.9,15635.0,Norway,1314.5
536377,82423.0,Product 82423,47.0,2011-10-03 04:54:00,45.92,14459.0,Australia,2158.24
536387,75155.0,Product 75155,80.0,2011-11-22 12:59:00,43.11,16270.0,Australia,3448.8
536367,71935.0,Product 71935,45.0,2011-03-17 02:54:00,10.14,16978.0,Germany,456.3
536410,77604.0,Product 77604,61.0,2010-12-09 05:16:00,2.33,17532.0,Australia,142.13
536448,82534.0,Product 82534,44.0,2011-08-04 16:20:00,1.84,14751.0,Germany,80.96000000000001
536432,74616.0,Product 74616,16.0,2011-07-11 18:20:00,6.89,16478.0,United Kingdom,110.24
536387,83594.0,Product 83594,84.0,2011-10-29 01:08:00,48.85,17948.0,Australia,4103.400000000001
536431,78966.0,Product 78966,25.0,2011-10-28 01:38:00,35.17,14087.0,Germany,879.25
536450,78637.0,Product 78637,63.0,2011-09-18 01:35:00,23.21,15323.0,United Kingdom,1462.23
536461,76937.0,Product 76937,74.0,2011-03-16 03:41:00,30.04,17914.0,United Kingdom,2222.96
536421,81299.0,Product 81299,76.0,2011-10-11 16:19:00,7.3,14225.0,France,554.8
536420,72541.0,Product 72541,1.0,2010-12-30 15:28:00,23.48,15059.0,United Kingdom,23.48
536406,74821.0,Product 74821,41.0,2011-02-17 12:05:00,46.19,16212.0,Germany,1893.79
536458,71319.0,Product 71319,79.0,2011-06-10 09:10:00,3.8,13068.0,Norway,300.2
536443,84369.0,Product 84369,42.0,2011-03-17 00:38:00,43.06,13371.0,Germany,1808.52
536414,77435.0,Product 77435,17.0,2010-12-30 07:44:00,20.21,15581.0,Norway,343.57
536384,76298.0,Product 76298,70.0,2011-01-07 09:13:00,13.0,16279.0,France,910.0
C536464,76049.0,Product 76049,15.0,2011-01-04 09:02:00,8.56,14172.0,France,128.4
536376,78566.0,Product 78566,38.0,2010-12-06 12:22:00,11.65,13469.0,United Kingdom,442.7
536446,83029.0,Product 83029,16.0,2011-03-28 22:26:00,33.09,16552.0,Germany,529.44
536431,72923.0,Product 72923,79.0,2011-07-24 16:37:00,11.01,14384.0,Germany,869.79
536383,80019.0,Product 80019,61.0,2011-03-04 11:50:00,3.5,13210.0,Norway,213.5
536412,81264.0,Product 81264,27.0,2011-03-23 02:23:00,3.17,17708.0,United Kingdom,85.59
536388,77204.0,Product 77204,96.0,2011-03-07 10:57:00,33.16,15347.0,United Kingdom,3183.36
536428,71404.0,Product 71404,4.0,2011-02-23 19:01:00,32.21,16681.0,Australia,128.84
536441,75249.0,Product 75249,44.0,2011-03-25 20:11:00,34.18,16098.0,Norway,1503.92
536419,,Product UnknownStockCode,16.0,2010-12-12 13:06:00,41.07,15060.0,United Kingdom,657.12
536417,80178.0,Product 80178,99.0,2011-05-17 00:57:00,23.27,14603.0,France,2303.73
536412,82037.0,Product 82037,65.0,2011-11-27 19:02:00,34.4,13331.0,France,2236.0
536435,80329.0,Product 80329,100.0,2011-04-18 05:45:00,2.67,13354.0,Norway,267.0
